,Round.No,Institute,Academic.Program.Name,,Category,Opening.Rank,Closing.Rank
1344,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4194,4438
1345,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2441,2901
1346,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,2314,2314
1347,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,1248,1321
1348,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,737,737
1349,7,Indian Institute of Technology (ISM) Dhanbad,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,363,440
1350,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,2567,5456
1351,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,1595,2940
1352,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,41,64
1353,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1763,2335
1354,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,435,1089
1355,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),38,38
1356,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,171,613
1357,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,1277,1612
1358,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,500,500
1359,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,238,371
1360,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,2972,3248
1361,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General,5635,5635
1362,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,General PwD,26,26
1363,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,1151,1240
1364,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,OBC-NCL,2672,2672
1365,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,589,724
1366,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,SC,1684,1684
1367,7,Indian Institute of Technology (ISM) Dhanbad,"Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",,ST,432,432
1368,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,7426,8492
1369,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,4425,5821
1370,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1534,2111
1371,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3310,3648
1372,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,1976,2005
1373,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,836,1256
1374,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,831,831
1375,7,Indian Institute of Technology (ISM) Dhanbad,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,428,497
1376,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,6416,7840
1377,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,3065,5070
1378,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2892,3241
1379,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1374,1838
1380,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,1777,1919
1381,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,744,1163
1382,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,800,800
1383,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,480,547
1384,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,General,5194,6643
1385,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,General,8048,9290
1386,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2137,2678
1387,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3554,3554
1388,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,SC,1952,1952
1389,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,SC,1318,1537
1390,7,Indian Institute of Technology (ISM) Dhanbad,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,ST,644,727
1391,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,General,6476,7428
1392,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,General,8832,10334
1393,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,OBC-NCL,5464,5464
1394,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,OBC-NCL,2841,3200
1395,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,SC,2739,2739
1396,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,SC,1641,2022
1397,7,Indian Institute of Technology (ISM) Dhanbad,"Engineering Physics (4 Years, Bachelor of Technology)",,ST,420,912
1398,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,General,12353,12977
1399,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,General,9355,10924
1400,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6163,6816
1401,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2459,4249
1402,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,SC,838,838
1403,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,SC,1946,2063
1404,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,ST,749,749
1405,7,Indian Institute of Technology (ISM) Dhanbad,"Environmental Engineering (4 Years, Bachelor of Technology)",,ST,601,619
1406,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,General,6368,7055
1407,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,General,3290,4207
1408,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,OBC-NCL,1243,1957
1409,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,OBC-NCL,3268,3268
1410,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,SC,2171,2171
1411,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,SC,896,1103
1412,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,ST,389,389
1413,7,Indian Institute of Technology (ISM) Dhanbad,"Mathematics and Computing (5 Years, Integrated Master of Technology)",,ST,492,677
1414,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,4656,6559
1415,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,8479,11015
1416,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,64,64
1417,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4329,4845
1418,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1711,2287
1419,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,879,1286
1420,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2115,2375
1421,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,872,872
1422,7,Indian Institute of Technology (ISM) Dhanbad,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,485,571
1423,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,General,14097,15265
1424,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,General,10030,11055
1425,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3799,4440
1426,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,SC,792,792
1427,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,SC,1857,2032
1428,7,Indian Institute of Technology (ISM) Dhanbad,"Mineral Engineering (4 Years, Bachelor of Technology)",,ST,487,803
1429,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,General,6759,9567
1430,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,General,12969,15851
1431,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2720,3656
1432,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5922,6597
1433,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,1305,1915
1434,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,SC,1156,1183
1435,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Engineering (4 Years, Bachelor of Technology)",,ST,15,878
1436,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,General,6755,10233
1437,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,General,13761,16035
1438,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2927,4091
1439,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,SC,1686,2035
1440,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,SC,1339,1400
1441,7,Indian Institute of Technology (ISM) Dhanbad,"Mining Machinery Engineering (4 Years, Bachelor of Technology)",,ST,230,486
1442,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,General,6080,7843
1443,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,General,10895,12755
1444,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1914,2938
1445,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5109,6875
1446,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,SC,2093,2093
1447,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,SC,1443,1673
1448,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,ST,301,301
1449,7,Indian Institute of Technology (ISM) Dhanbad,"Petroleum Engineering (4 Years, Bachelor of Technology)",,ST,589,782
1450,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,6287,7931
1451,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,General,10590,11170
1452,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3257,3457
1453,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5284,5284
1454,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1611,1720
1455,7,Indian Institute of Technology Ropar,"Chemical Engineering (4 Years, Bachelor of Technology)",,SC,1940,1940
