Round No,Institute,Academic Program Name,,Category,Opening Rank,Closing Rank
7,"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",,SC,2122,2924
7,"National Institute of Technology Karnataka, Surathkal","Chemical Engineering (4 Years, Bachelor of Technology)",,ST,1329,1356
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,General,14829,28408
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,690,690
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10336,14526
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),332,332
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,SC,1331,6488
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,ST,849,1845
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,General,5805,14263
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,246,359
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2902,4490
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,SC,1417,1763
7,"National Institute of Technology Karnataka, Surathkal","Civil Engineering (4 Years, Bachelor of Technology)",,ST,409,540
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,General,306,5173
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,General PwD,65,65
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,898,3723
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),28,28
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,SC,506,2312
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,ST,79,356
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,General,1506,2940
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,General PwD,117,117
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,598,950
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),49,49
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,SC,165,538
7,"National Institute of Technology Karnataka, Surathkal","Computer Engineering (4 Years, Bachelor of Technology)",,ST,35,249
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,7571,14037
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General PwD,579,579
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3949,9350
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,864,5691
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,987,1130
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,1676,7572
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General PwD,237,237
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1620,2870
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,691,1307
7,"National Institute of Technology Karnataka, Surathkal","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,413,525
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,1552,7875
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,2227,6053
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),44,44
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,1049,2069
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,322,660
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,3182,5539
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1304,1804
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,701,827
7,"National Institute of Technology Karnataka, Surathkal","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,386,521
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,General,5399,10327
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,General PwD,182,182
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,2826,7206
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,SC,3498,6004
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,ST,568,1168
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,General,3033,5269
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,General PwD,69,69
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL,1034,1784
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),103,103
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,SC,1055,1255
7,"National Institute of Technology Karnataka, Surathkal","Information Technology (4 Years, Bachelor of Technology)",,ST,255,314
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,General,5583,17402
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,184,184
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4063,10301
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,492,4272
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,800,1571
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,General,2906,8292
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,332,332
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,1526,2663
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,368,1275
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,339,634
7,"National Institute of Technology Karnataka, Surathkal","Mechanical Engineering (4 Years, Bachelor of Technology)",,ST PwD,18,18
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,General,19529,28700
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,15713,16577
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,SC,6151,9212
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,ST,2664,3290
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,General,14681,18158
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4087,6431
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,SC,3511,4121
7,"National Institute of Technology Karnataka, Surathkal","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",,ST,1673,2342
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,General,29128,32608
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,14477,16811
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,SC,9767,10846
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,ST,2597,4815
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,General,11131,22552
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5290,6655
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,SC,3249,4395
7,"National Institute of Technology Karnataka, Surathkal","Mining Engineering (4 Years, Bachelor of Technology)",,ST,1857,1944
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,General,83242,121643
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,12707,12707
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,2330,10476
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,General,33374,37126
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11004,11460
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,6333,6426
7,National Institute of Technology Meghalaya,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,898,1859
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,56089,61188
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,67957,67957
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,2645,14426
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,13261,23157
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5687,7061
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,3755,4088
7,National Institute of Technology Meghalaya,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,526,526
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,99226,120138
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,15425,15425
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,4572,26436
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,27206,32807
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9365,10545
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,5079,6409
7,National Institute of Technology Meghalaya,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,3508,3508
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,72085,89492
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,4389,28702
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,23486,29448
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,8051,9917
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,4596,5052
7,National Institute of Technology Meghalaya,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,3193,3193
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,80852,89462
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,97177,97177
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,3476,21610
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,20670,32067
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7783,10405
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,6405,6539
7,National Institute of Technology Meghalaya,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,2722,2722
7,National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,1800,11541
7,National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",,General,37228,39016
7,National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,11582,11997
7,National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,5902,7069
7,National Institute of Technology Nagaland,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,2159,2159
7,National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,4803,18088
7,National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,28170,31431
7,National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7568,9519
7,National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,5004,5067
7,National Institute of Technology Nagaland,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,2082,2082
7,National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,17434,17970
7,National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,36270,38632
7,National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10203,11314
7,National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,6560,7172
7,National Institute of Technology Nagaland,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,3577,3577
7,National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,32601,34495
7,National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General PwD,2435,2435
7,National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9494,12213
7,National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,5176,5419
7,National Institute of Technology Nagaland,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,4124,4124
7,National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,General,36473,38881
7,National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,10731,12749
7,National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,SC,7760,7892
7,National Institute of Technology Nagaland,"Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)",,ST,3568,3568
7,National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,32973,37130
7,National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,9279,11364
7,National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,4798,6812
7,National Institute of Technology Nagaland,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,3224,3224
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,General,1986,4153
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,1181,1759
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,SC,659,762
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,ST,160,511
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,General,1977,2553
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,OBC-NCL,1006,1130
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,SC,561,593
7,National Institute of Technology Patna,"Architecture (5 Years, Bachelor of Architecture)",,ST,78,78
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,General,36291,45224
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,OBC-NCL,11514,13443
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,SC,9740,9740
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,ST,7420,7420
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,General,34646,37856
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,OBC-NCL,13017,13026
7,National Institute of Technology Patna,"Chemistry (5 Years, Integrated Master of Science)",,SC,7626,7626
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,General,19732,31310
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,General PwD,267,267
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7472,9286
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,3419,5536
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,2101,3663
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,General,22138,28808
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6941,8193
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),392,392
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,3777,4397
7,National Institute of Technology Patna,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,892,1374
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,7229,18644
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,448,448
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4255,5812
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),466,466
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,843,4284
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,937,2137
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,8671,16017
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General PwD,429,429
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,3787,5355
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,2214,3348
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC PwD,167,167
7,National Institute of Technology Patna,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,1267,2484
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,16991,27742
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,General PwD,619,619
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6472,7918
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,4573,5981
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,1852,4665
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,General,16539,24955
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5947,7423
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),402,402
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,SC,3370,4436
7,National Institute of Technology Patna,"Electrical Engineering (4 Years, Bachelor of Technology)",,ST,1822,2531
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,18373,24509
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General PwD,1284,1284
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6531,7607
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,2470,6170
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,2712,3481
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,15027,22035
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General PwD,776,776
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5774,7213
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,3486,4200
7,National Institute of Technology Patna,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,ST,2227,2670
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,General,29184,37569
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,OBC-NCL,11450,12788
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,SC,9400,9771
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,General,32100,35490
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,OBC-NCL,12834,13183
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,SC,6937,6937
7,National Institute of Technology Patna,"Mathematics (5 Years, Integrated Master of Science)",,ST,2354,2354
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,17500,27385
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General PwD,1169,1169
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6714,8473
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,3711,6206
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,2177,3373
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,General,17558,24477
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,5706,7651
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),234,234
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,SC,2961,4306
7,National Institute of Technology Patna,"Mechanical Engineering (4 Years, Bachelor of Technology)",,ST,1504,1830
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,General,25058,42813
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,OBC-NCL,10877,13732
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,SC,9143,9143
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,General,26813,31134
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,OBC-NCL,12810,12833
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,SC,4845,4845
7,National Institute of Technology Patna,"Physics (5 Years, Integrated Master of Science)",,ST,4049,4049
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,General,103569,171737
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,52059,78659
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,13935,13935
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,30073,30073
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,General,21726,26929
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,7346,9231
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,SC,4219,4611
7,National Institute of Technology Puducherry,"Civil Engineering (4 Years, Bachelor of Technology)",,ST,1598,1598
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,24162,137807
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,42081,72622
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,8600,20365
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,22922,22922
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,General,9530,16486
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,4568,5866
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,OBC-NCL(PwD),425,425
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,SC,740,3076
7,National Institute of Technology Puducherry,"Computer Science and Engineering (4 Years, Bachelor of Technology)",,ST,2138,2219
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,75020,203241
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,68208,76816
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,15554,20814
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,General,18497,23180
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,6055,8469
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,SC,3250,4870
7,National Institute of Technology Puducherry,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",,ST,1946,2062
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,General,21029,143449
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,OBC-NCL,46349,62971
7,National Institute of Technology Puducherry,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)",,SC,7038,14108
